5	4017
5	1816
5	2278
5	5351
5	4562
5	2996
5	1454
5	1581
5	3837
5	2955
5	4837
5	2341
5	1019
5	5673
5	1403
5	3239
5	930
5	2654
5	1438
5	4525
5	3317
5	1598
5	1739
5	2493
5	760
5	5970
5	1459
5	845
5	5757
5	4305
5	5191
5	5168
5	5120
5	3412
5	2072
5	5069
5	2256
320	2006
320	1933
320	6089
320	4794
320	5351
320	3465
320	2414
320	600
320	905
320	2052
320	1445
320	2806
320	5017
320	3569
320	3295
320	5270
320	1019
320	2160
320	3255
320	3702
320	3200
320	1930
320	2785
320	3274
320	4607
320	5584
320	2409
320	4960
320	5030
320	2607
320	5112
320	3454
320	2794
320	659
320	2433
320	3627
320	5757
320	526
320	3012
320	6010
320	5640
320	4558
320	1338
320	428
320	5381
320	775
320	6002
320	4305
320	2772
320	5168
320	1600
320	5853
320	1731
320	151
320	3057
320	2419
320	4978
320	3273
320	4731
320	149
320	2256
320	5482
196	1339
196	482
196	6070
196	3666
196	175
196	22
196	824
196	1204
196	3625
196	581
196	3453
196	467
196	1591
196	3049
463	4319
463	2877
463	1384
463	4786
463	4794
463	321
463	2436
463	5052
463	1366
463	5351
463	3431
463	4393
463	3940
463	3739
463	1581
463	5715
463	4560
463	31
463	4360
463	2723
463	3670
463	87
463	3569
463	4176
463	1026
463	3433
463	2341
463	5527
463	2932
463	4343
463	2767
463	4519
463	5295
463	5673
463	2437
463	3702
463	3678
463	3200
463	1930
463	3274
463	5798
463	42
463	4481
463	817
463	4051
463	1841
463	2276
463	2224
463	4233
463	2851
463	1382
463	2134
463	3471
463	513
463	194
463	5350
463	4278
463	3561
463	3120
463	2936
463	3806
463	4474
463	1679
463	2999
463	760
463	4792
463	3627
463	4495
463	2690
463	4247
463	4602
463	5757
463	1961
463	3296
463	2881
463	386
463	2781
463	5381
463	2479
463	5546
463	917
463	4777
463	4305
463	4891
463	3872
463	5168
463	1600
463	1554
463	1448
463	4909
463	1028
463	4329
463	5015
463	3273
463	730
463	2924
463	1654
463	5840
